idx,name,category,price,description,color,temp_level,hot_pick,regdate,hue,saturation,lightness,image_url,url
1028,나일론 투 턱 테이핑 팬츠-와인,pants,29900,나일론 투 턱 테이핑 팬츠-와인,Red,3,0,2025-05-22 11:00,4,35,31,product_images/1028_pants.webp,https://www.musinsa.com/products/3792017
1029,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,pants,65800,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,Red,3,0,2025-05-22 11:01,5,30,71,product_images/1029_pants.webp,https://www.musinsa.com/products/4297101
1030,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,pants,65800,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,Orange,3,0,2025-05-22 11:01,31,30,60,product_images/1030_pants.webp,https://www.musinsa.com/products/4297101
1031,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,pants,65800,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,Gray,3,0,2025-05-22 11:02,73,12,23,product_images/1031_pants.webp,https://www.musinsa.com/products/4297101
1032,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,pants,65800,[2PACK]세미 와이드핏 트윌 코튼 치노 팬츠 7 color_SEPT051,Light Gray,3,0,2025-05-22 11:02,33,9,76,product_images/1032_pants.webp,https://www.musinsa.com/products/4297101
1033,XP260 샤인 파이핑 와이드 트랙 팬츠 (NAVY),pants,61600,XP260 샤인 파이핑 와이드 트랙 팬츠 (NAVY),Cyan,3,0,2025-05-22 11:03,214,22,15,product_images/1033_pants.webp,https://www.musinsa.com/products/4639083
1034,홀스 자수 버뮤다 팬츠 블랙,pants,26990,홀스 자수 버뮤다 팬츠 블랙,Gray,3,0,2025-05-22 11:03,146,14,10,product_images/1034_pants.webp,https://www.musinsa.com/products/4928616
1036,멀티 블럭 쇼츠-3Color,pants,24500,멀티 블럭 쇼츠-3Color,Beige,3,0,2025-05-22 11:04,45,27,88,product_images/1036_pants.webp,https://www.musinsa.com/products/3948440
1037,멀티 블럭 쇼츠-3Color,pants,24500,멀티 블럭 쇼츠-3Color,Orange,3,0,2025-05-22 11:05,26,23,24,product_images/1037_pants.webp,https://www.musinsa.com/products/3948440
1038,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,pants,39900,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,Orange,3,0,2025-05-22 11:08,32,66,47,product_images/1038_pants.webp,https://www.musinsa.com/products/4009675
1039,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,pants,39900,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,Red,3,0,2025-05-22 11:09,3,66,47,product_images/1039_pants.webp,https://www.musinsa.com/products/4009675
1040,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,pants,39900,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,Turquoise,3,0,2025-05-22 11:09,178,49,21,product_images/1040_pants.webp,https://www.musinsa.com/products/4009675
1041,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,pants,39900,[2PACK] 나일론 와이드 이지 쇼츠 반바지 5COLOR,Blue,3,0,2025-05-22 11:10,222,26,23,product_images/1041_pants.webp,https://www.musinsa.com/products/4009675
1042,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,pants,36800,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,Gray,3,0,2025-05-22 11:10,0,2,20,product_images/1042_pants.webp,https://www.musinsa.com/products/4757347
1043,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,pants,36800,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,Gray,3,0,2025-05-22 11:11,207,7,33,product_images/1043_pants.webp,https://www.musinsa.com/products/4757347
1044,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,pants,36800,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,Gray,3,0,2025-05-22 11:11,180,3,35,product_images/1044_pants.webp,https://www.musinsa.com/products/4757347
1045,코튼 구르카 팬츠 [베이지],pants,42390,코튼 구르카 팬츠 [베이지],Orange,3,0,2025-05-22 11:12,31,19,57,product_images/1045_pants.webp,https://www.musinsa.com/products/2273533
1046,도밍고 데님팬츠 (그레이),pants,39200,도밍고 데님팬츠 (그레이),Gray,3,0,2025-05-22 11:12,105,7,12,product_images/1046_pants.webp,https://www.musinsa.com/products/3600309
1047,커브드 코튼 치노 팬츠 [블랙],pants,52900,커브드 코튼 치노 팬츠 [블랙],Black,3,0,2025-05-22 11:13,12,19,5,product_images/1047_pants.webp,https://www.musinsa.com/products/4747235
1048,커브드 코튼 치노 팬츠 [차콜],pants,52900,커브드 코튼 치노 팬츠 [차콜],Gray,3,0,2025-05-22 11:13,240,1,31,product_images/1048_pants.webp,https://www.musinsa.com/products/4747236
1049,커브드 코튼 치노 팬츠 [브라운],pants,52900,커브드 코튼 치노 팬츠 [브라운],Orange,3,0,2025-05-22 11:14,31,28,26,product_images/1049_pants.webp,https://www.musinsa.com/products/4747237
1050,커브드 코튼 치노 팬츠 [베이지],pants,52900,커브드 코튼 치노 팬츠 [베이지],Orange,3,0,2025-05-22 11:14,36,22,62,product_images/1050_pants.webp,https://www.musinsa.com/products/4747238
1051,DEN0801 Mid-indigo Selvedge Extra Wide,pants,99900,DEN0801 Mid-indigo Selvedge Extra Wide,Cyan,3,0,2025-05-22 11:15,216,17,12,product_images/1051_pants.webp,https://www.musinsa.com/products/3960893
1052,스트라이프 아트워크 버뮤다 팬츠 (라이트 블루),pants,71100,스트라이프 아트워크 버뮤다 팬츠 (라이트 블루),Light Gray,3,0,2025-05-22 11:15,196,6,62,product_images/1052_pants.webp,https://www.musinsa.com/products/5006473
1054,세미 와이드 치노 팬츠(5col),pants,37240,세미 와이드 치노 팬츠(5col),Gray,3,0,2025-05-22 11:21,37,14,51,product_images/1054_pants.webp,https://www.musinsa.com/products/3475928
1055,WIDE CURVED DENIM PANTS (WASHED DARK BLUE),pants,109000,WIDE CURVED DENIM PANTS (WASHED DARK BLUE),Cyan,3,0,2025-05-22 11:22,213,26,20,product_images/1055_pants.webp,https://www.musinsa.com/products/4441674
1056,원 턱 와이드 밴딩 슬랙스 [반다이크 브라운],pants,27190,원 턱 와이드 밴딩 슬랙스 [반다이크 브라운],Orange,3,0,2025-05-22 11:22,23,15,17,product_images/1056_pants.webp,https://www.musinsa.com/products/3504242
1057,테이퍼드핏 데님 팬츠 DP T908,pants,53100,테이퍼드핏 데님 팬츠 DP T908,Gray,3,0,2025-05-22 11:23,192,6,30,product_images/1057_pants.webp,https://www.musinsa.com/products/969208
1058,리플렉트 커브드 로우 팬츠 [인디고 블루],pants,79200,리플렉트 커브드 로우 팬츠 [인디고 블루],Gray,3,0,2025-05-22 11:23,244,11,26,product_images/1058_pants.webp,https://www.musinsa.com/products/4774195
1059,Boxer Oversized Sweat Shorts(CLOUD GRAY),pants,69900,Boxer Oversized Sweat Shorts(CLOUD GRAY),Light Gray,3,0,2025-05-22 11:24,270,10,92,product_images/1059_pants.webp,https://www.musinsa.com/products/3981008
1060,벌룬핏 커브드 멀티 다트 데님[블루],pants,49900,벌룬핏 커브드 멀티 다트 데님[블루],Cyan,3,0,2025-05-22 11:24,212,33,20,product_images/1060_pants.webp,https://www.musinsa.com/products/4795045
1061,레전드 2WAY 웜업 팬츠 - 블루,pants,109000,레전드 2WAY 웜업 팬츠 - 블루,Cyan,3,0,2025-05-22 11:25,214,22,54,product_images/1061_pants.webp,https://www.musinsa.com/products/4718465
1062,자이언트핏 카고 데님팬츠(인디고블루),pants,40500,자이언트핏 카고 데님팬츠(인디고블루),Blue,3,0,2025-05-22 11:25,225,21,33,product_images/1062_pants.webp,https://www.musinsa.com/products/1939346
1063,카고 버뮤다 밴딩 팬츠 블랙,pants,23200,카고 버뮤다 밴딩 팬츠 블랙,Black,3,0,2025-05-22 11:27,176,33,9,product_images/1063_pants.webp,https://www.musinsa.com/products/4153879
1064,G 쇼츠 US Chino,pants,75600,G 쇼츠 US Chino,Beige,3,0,2025-05-22 11:27,32,28,70,product_images/1064_pants.webp,https://www.musinsa.com/products/3970761
1065,TCM starfish chino pants (brown),pants,98100,TCM starfish chino pants (brown),Gray,3,0,2025-05-22 11:28,0,12,18,product_images/1065_pants.webp,https://www.musinsa.com/products/4293047
1066,린넨라이크 밴딩 세미와이드 데님 팬츠_라이트블루,pants,32800,린넨라이크 밴딩 세미와이드 데님 팬츠_라이트블루,Cyan,3,0,2025-05-22 11:28,214,18,44,product_images/1066_pants.webp,https://www.musinsa.com/products/3986153
1067,와이드 스웨트팬츠 그레이,pants,37100,와이드 스웨트팬츠 그레이,Light Gray,3,0,2025-05-22 11:29,30,1,72,product_images/1067_pants.webp,https://www.musinsa.com/products/1553371
1068,[유투버 PICK]스머지 벌룬 데님 팬츠 [옐로우블루],pants,69600,[유투버 PICK]스머지 벌룬 데님 팬츠 [옐로우블루],Gray,3,0,2025-05-22 11:30,120,4,38,product_images/1068_pants.webp,https://www.musinsa.com/products/4752661
1069,와이드 테이퍼드 치노 팬츠 (라이트 카키),pants,96200,와이드 테이퍼드 치노 팬츠 (라이트 카키),Orange,3,0,2025-05-22 11:30,30,27,55,product_images/1069_pants.webp,https://www.musinsa.com/products/2330460
1070,카모 워싱 와이드 카고 스트링 팬츠 카키,pants,38900,카모 워싱 와이드 카고 스트링 팬츠 카키,Gray,3,0,2025-05-22 11:31,154,10,14,product_images/1070_pants.webp,https://www.musinsa.com/products/4730721
1071,SAINT TWO TUCK WIDE PANTS BROWN,pants,66750,SAINT TWO TUCK WIDE PANTS BROWN,Red,3,0,2025-05-22 11:32,13,17,20,product_images/1071_pants.webp,https://www.musinsa.com/products/1803235
1072,투턱 와이드 슬랙스 8 COLOR COOSPT204,pants,39200,투턱 와이드 슬랙스 8 COLOR COOSPT204,Gray,3,0,2025-05-22 11:32,264,5,18,product_images/1072_pants.webp,https://www.musinsa.com/products/3054149
1073,[무료반품][10% 적립금]휘트먼 릴렉스핏 플리츠 치노 팬츠 - 베이지,pants,279000,[무료반품][10% 적립금]휘트먼 릴렉스핏 플리츠 치노 팬츠 - 베이지,Orange,3,0,2025-05-22 11:33,32,24,58,product_images/1073_pants.webp,https://www.musinsa.com/products/3493828
1074,세미 와이드 원턱 슬랙스-블랙,pants,42900,세미 와이드 원턱 슬랙스-블랙,Gray,3,0,2025-05-22 11:33,300,3,13,product_images/1074_pants.webp,https://www.musinsa.com/products/4750067
1075,[9647] 유니섹스 코튼 절개 버뮤다 팬츠 (화이트),pants,39000,[9647] 유니섹스 코튼 절개 버뮤다 팬츠 (화이트),Light Gray,3,0,2025-05-22 11:34,0,2,81,product_images/1075_pants.webp,https://www.musinsa.com/products/4120594
1076,Reverse Pleat Wide Pants (Melange),pants,54400,Reverse Pleat Wide Pants (Melange),Light Gray,3,0,2025-05-22 11:34,70,4,70,product_images/1076_pants.webp,https://www.musinsa.com/products/2756122
1077,Linen Like Mid Rise Wide Jeans DCPT039MidBlueB,pants,43400,Linen Like Mid Rise Wide Jeans DCPT039MidBlueB,Gray,3,0,2025-05-22 11:35,208,14,40,product_images/1077_pants.webp,https://www.musinsa.com/products/4948089
1078,투턱 와이드 슬랙스 브라운,pants,39800,투턱 와이드 슬랙스 브라운,Orange,3,0,2025-05-22 11:35,21,20,28,product_images/1078_pants.webp,https://www.musinsa.com/products/2879795
1079,SL01 섬머 데님 와이드 팬츠 (OFF WHITE),pants,39200,SL01 섬머 데님 와이드 팬츠 (OFF WHITE),Light Gray,3,0,2025-05-22 11:36,30,6,87,product_images/1079_pants.webp,https://www.musinsa.com/products/3201933
1080,이지케어 테이퍼드 슬랙스 (BOKASHI BEIGE),pants,30800,이지케어 테이퍼드 슬랙스 (BOKASHI BEIGE),Light Gray,3,0,2025-05-22 11:37,7,14,66,product_images/1080_pants.webp,https://www.musinsa.com/products/2049716
,,,,,,,,,,,,,
